Target language lemma,ID,User language gloss,English gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Target language example sentence,User language translation,English translation,Reference,Topic(s),Lesson,
гуманный,6364,humane,,A,B2,LM,2,гуманными,Ins.Plur,"Работники КГБ просили меня не упоминать об инциденте, руководствуясь гуманными соображениями.",The KGB asked me not to mention the incident for humanitarian reasons,,_,"описание, внутренний мир",,,
гуманный,6365,humane,,A,B2,LM,3,гуманным,Ins.Neut.Sing,Его отношение к животным нельзя было назвать гуманным.,His attitude toward animals was not humane.,,_,"описание, внутренний мир",,,
густой,6366,thick,,A,B2,LM,1,гуще,Comparative,"Чем дальше мы шли, тем гуще становился лес.","The further we went, the thicker the forest became.",,_,описание,,,
густой,6367,thick,,A,B2,LM,2,густых,Gen.Plur,Они ехали по узкой и ровной дороге мимо густых зарослей малины.,"They were driving along a narrow and flat road, and passed a dense thicket of raspberries.",,_,описание,,,
густой,6368,thick,,A,B2,LM,3,густыми,Ins.Plur,"Он любовался её голубыми глазами, густыми каштановыми волосами...",He admired her blue eyes and her thick brown hair...,,_,описание,,,
гусь,6369,goose,,N.Masc.Anim,B2,LM,1,гусь,Nom.Sing,"К свадебному столу был куплен гусь такой величины, что он не влезал в духовку.",A goose of such a size that it would not fit in the oven was bought for the wedding table.,,_,"животные/растения, магазин, еда",,,
гусь,6370,goose,,N.Masc.Anim,B2,LM,2,гуся,Acc.Sing,Данила схватил гуся обеими руками.,Danila grabbed the goose with both hands.,,_,"животные/растения, магазин, еда",,,
гусь,6371,goose,,N.Masc.Anim,B2,LM,3,гуси,Nom.Plur,"С прудов начали пропадать гуси, утки, со дворов ― куры.","Geese and ducks began to disappear from the ponds, and and from the farmyards, hens.",,_,"животные/растения, магазин, еда",,,
гуща,6372,grounds,,N.Fem.Inan,B2,LM,1,гущу,Acc.Sing,Он размахнулся и швырнул ключ куда-то в гущу толпы.,He swung and threw the key somewhere in the midst of the crowd.,,_,мера,,,
гуща,6373,grounds,,N.Fem.Inan,B2,LM,2,гуще,Loc.Sing,Весь вечер она гадала на кофейной гуще.,She spent the evening telling fortunes from coffee grounds.,,_,мера,,,
давление,6374,pressure,,N.Neut.Inan,B2,LM,1,давления,Gen.Sing,Как будут изменяться показания динамометра при изменении атмосферного давления?,How will the dynamometer readings change when the atmospheric pressure changes?,,_,"погода, здоровье",,,
давление,6375,pressure,,N.Neut.Inan,B2,LM,2,давление,Nom.Sing,У Анны болела голова. Поднялось давление. Затошнило.,Anna had a headache. Her blood pressure went up. She got sick to her stomach.,,_,"погода, здоровье",,,
давление,6376,pressure,,N.Neut.Inan,B2,LM,3,давлением,Ins.Sing,"Но это скорее всего временное решение, принятое под давлением США.",But this is most likely a temporary decision made under pressure from the US.,,_,"погода, здоровье",,,
дагестанец,6377,Daghestani,,N.Masc.Anim,B2,LM,1,дагестанцами,Ins.Plur,Во время поездки на Северный Кавказ мы праздновали свадьбу с дагестанцами.,During our trip to the Caucasus we attended a Daghestanian wedding.,,_,"люди, политика",,,
дальновидный,6378,visionary,,A,B2,LM,1,дальновиден,Masc.Sing,"Пётр был осторожен, дальновиден, хитёр и бережлив.","Pyotr was cautious, forward-thinking, cunning and thrifty.",,_,"описание, внутренний мир",,,
данные,6379,data,,N.Inan,B2,LM,1,данных,Gen.Plur,Получено хорошее совпадение расчётных данных с экспериментальными.,A good tallying of the calculated data with the experimental data was obtained.,,_,учёба/работа,,,
данные,6380,data,,N.Inan,B2,LM,2,данным,Dat.Plur,"По последним данным, расклад сил в парламенте примерно равный.","According to recent data, the balance of power in parliament is about the same.",,_,учёба/работа,,,
данные,6381,data,,N.Inan,B2,LM,3,данные,Nom.Plur,В результате эксперимента были получены новые данные.,As a result of the experiment new data was obtained.,,_,учёба/работа,,,
данный,6382,given,,A,B2,LM,1,данном,Loc.Masc.Sing,"Следует помнить, что в данном случае врачи столкнутся с нестандартными и неизвестными проблемами.",It’s important to remember that in this case doctors will face non-standard and unknown problems.,,_,"описание, учёба/работа",,,
данный,6383,given,,A,B2,LM,2,данный,Inan.Acc.Masc.Sing,В данный момент я не готов об этом говорить.,I'm not ready to talk about it at the moment.,,_,"описание, учёба/работа",,,
данный,6384,given,,A,B2,LM,3,данной,Loc.Fem.Sing,Что нам делать в данной ситуации?,What should we do in this situation?,,_,"описание, учёба/работа",,,
дворник,6385,janitor,,N.Masc.Anim,B2,LM,1,дворника,Gen.Sing,"Когда мы пришли, дворника не было на месте.",The janitor was not there when we arrived.,,_,"люди, учёба/работа",,,
дворник,6386,janitor,,N.Masc.Anim,B2,LM,2,дворнику,Dat.Sing,"Чтобы не умереть с голода, приходилось помогать дворнику чистить от снега проспект Руставели.","In order not to die of hunger, I had to help the janitor clean the snow from Rustaveli street.",,_,"люди, учёба/работа",,,
дворник,6387,janitor,,N.Masc.Inan,B2,LM,3,дворники,Nom.Plur,"Ливень был таким сильным, что дворники не справлялись, и нам пришлось остановиться на обочине.",The downpour was so heavy that the windshield wipers could not cope and we had to pull over on the side of the road.,,_,"люди, учёба/работа",,,
дворянин,6388,nobleman,,N.Masc.Anim,B2,LM,1,дворяне,Nom.Plur,Дворяне были элитой общества.,The nobles were the elite of society.,,_,люди,,,
дворянин,6389,nobleman,,N.Masc.Anim,B2,LM,2,дворянина,Gen.Sing,Так начиналось письмо дворянина из Москвы.,This is how the letter of the nobleman from Moscow began.,,_,люди,,,
дворянин,6390,nobleman,,N.Masc.Anim,B2,LM,3,дворян,Gen.Plur,Мария была из семьи потомственных дворян.,Maria was from a family of hereditary nobles.,,_,люди,,,
дворянский,6391,noble,,A,B2,LM,1,дворянское,Nom.Neut.Sing,На этом месте раньше стояло дворянское поместье.,There used to be a noble estate at this place.,,_,"описание, люди",,,
дворянский,6392,noble,,A,B2,LM,2,дворянского,Gen.Neut.Sing,Александра Петровна была из дворянского сословия.,Alexandra Petrovna was from the nobility.,,_,"описание, люди",,,
дворянский,6393,noble,,A,B2,LM,3,дворянским,Ins.Masc.Sing,Михаил любил хвастаться дворянским титулом своего дедушки.,Michail liked to brag about his grandfather's noble title.,,_,"описание, люди",,,
двоюродный,6394,cousin,,A,B2,"Golosa, LM",1,двоюродный,Nom.Masc.Sing,"Он мой двоюродный брат, не обижай его!","He's my cousin, don't hurt him!",,_,"описание, люди",,,
двоюродный,6395,cousin,,A,B2,"Golosa, LM",2,двоюродного,Gen.Masc.Sing,В Петербурге мы будем жить у моего двоюродного брата.,In St. Petersburg we will stay at my cousin’s place.,,_,"описание, люди",,,
двоюродный,6396,cousin,,A,B2,"Golosa, LM",3,двоюродной,Ins.Fem.Sing,В последнее время мы часто ругались с моей двоюродной сестрой.,My cousin and I have been fighting a lot lately.,,_,"описание, люди",,,
двухлетний,6397,2-years old,,A,B2,LM,1,двухлетний,Nom.Masc.Sing,"Мы жили тогда напротив Киевского вокзала, в шестнадцатиметровой комнате ― я, моя жена Марго, двухлетний сын Андрей и домработница Тоня.","At that time we lived opposite the Kiev railway station, in a sixteen-meter room: my wife Margo, two-year-old son Andrey, the housekeeper Tonya and I.",,_,"описание, мера",,,
двухлетний,6398,2-years old,,A,B2,LM,2,двухлетняя,Nom.Fem.Sing,"Её двухлетняя дочь занимается балетом, плаванием, английским и рисованием — бедный ребёнок!","Her two-year-old daughter does ballet, swimming, English and drawing — poor child!",,_,"описание, мера",,,
двухлетний,6399,2-years old,,A,B2,LM,3,двухлетней,Ins.Fem.Sing,Мы поехали путешествовать с двухлетней дочкой и двумя собачками.,We went to travel with our two-year-old daughter and two dogs.,,_,"описание, мера",,,
двухместный,6400,double,,A,B2,LM,1,двухместными,Ins.Plur,Три ступени вели из холла в коридор с двумя двухместными и двумя одноместными комнатами.,Three steps led from the hall to the corridor with two double and two single rooms.,,_,"описание, мера",,,
двухместный,6401,double,,A,B2,LM,2,двухместном,Loc.Neut.Sing,Цена за тур при двухместном размещении — сорок тысяч рублей с человека.,The price for the tour for two people is forty thousand rubles per person.,,_,"описание, мера",,,
двухместный,6402,double,,A,B2,LM,3,двухместное,Acc.Neut.Sing,Он купил билеты в двухместное купе.,He bought tickets for a double compartment.,,_,"описание, мера",,,
двухтысячный,6403,2-thousand,,A,B2,LM,1,двухтысячного,Gen.Masc.Sing,В октябре двухтысячного года мы решили основать новую компанию.,In October 2000 we decided to establish a new company.,,_,"описание, мера",,,
двухтысячный,6404,2-thousand,,A,B2,LM,2,двухтысячный,Nom.Masc.Sing,Двухтысячный год стал самым сложным для мирового кинематографа.,The year 2000 was the most difficult for the world of cinematography.,,_,"описание, мера",,,
двухэтажный,6405,2-storey,,A,B2,LM,1,двухэтажный,Inan.Acc.Masc.Sing,Дом решили строить двухэтажный.,It was decided to build a two-storey house.,,_,"описание, мера",,,
двухэтажный,6406,2-storey,,A,B2,LM,2,двухэтажного,Gen.Masc.Sing,На постройку двухэтажного дома потребуется не меньше пятнадцати тысяч кирпичей.,No less than fifteen thousand bricks will be required to build a two-storey house.,,_,"описание, мера",,,
двухэтажный,6407,2-storey,,A,B2,LM,3,двухэтажная,Nom.Fem.Sing,В углу комнаты стояла двухэтажная кровать.,There was a double bed in the corner of the room.,,_,"описание, мера",,,
дешеветь,6408,get cheap,,V,B2,LM,1,дешевеет,Imperf.Sing.3,Вместе с нефтью дешевеет и рубль.,"Along with oil, the ruble is getting cheaper.",,_,магазин,,,
дед,6409,old man,,N.Masc.Anim,B2,LM,1,дед,Nom.Sing,У нас дед такой же: рассказывает каждый раз весь набор историй с начала.,Our grandfather is the same: every time he tells a whole set of stories from the beginning.,,_,люди,,,
дед,6410,old man,,N.Masc.Anim,B2,LM,2,деда,Gen.Sing,"Отец моего деда тоже был врачом, знал Чехова.","My grandfather's father was also a doctor, he knew Chekhov.",,_,люди,,,
дед,6411,old man,,N.Masc.Anim,B2,LM,3,дедом,Ins.Sing,Бабушка с дедом жили в Трёхпрудном переулке.,My grandparents lived in Tryokhprudny lane.,,_,люди,,,
дежурная,6412,on duty,,N.Fem.Anim,B2,"Golosa, LM",1,дежурной,Gen.Sing,Возьми таблетки у дежурной медсестры.,Get the pills from the nurse on duty.,,_,"описание, учёба/работа",,,
дежурный,6413,on duty,,A,B2,LM,1,дежурных,Gen.Plur,"Разговорчивая с людьми, президент всегда ограничивался набором дежурных фраз.","While talking with people, the president always limited himself to a set of routine phrases.",,_,"описание, учёба/работа",,,
дежурный,6414,on duty,,A,B2,LM,2,дежурный,Nom.Masc.Sing,"Хирурга нет, в больнице сегодня только дежурный врач.","There is no surgeon in the hospital today, only the doctor on duty.",,_,"описание, учёба/работа",,,
дежурный,6415,on duty,,A,B2,LM,3,дежурной,Loc.Fem.Sing,Сегодня он остался в дежурной смене.,He was on duty today.,,_,"описание, учёба/работа",,,
дезодорант,6416,deodorant,,N.Masc.Inan,B2,LM,1,дезодорант,Acc.Sing,И ещё: купите себе хороший дезодорант и носите с собой дорогой одеколон.,Also: buy yourself a good deodorant and have an expensive cologne with you.,,_,"магазин, здоровье",,,
действительный,6417,actual,,A,B2,LM,1,действительное,Inan.Acc.Neut.Sing,"Видимо, Фомичёва выдаёт желаемое за действительное.","Apparently, Fomichyova has wishful thinking.",,_,"описание, учёба/работа",,,
действительный,6418,actual,,A,B2,LM,2,действительного,Gen.Neut.Sing,Для действительного примирения этих двух групп необходим долгий и трудный процесс переговоров.,A long and difficult negotiation process is needed to truly reconcile these two groups.,,_,"описание, учёба/работа",,,
действительный,6419,actual,,A,B2,LM,3,действительных,Gen.Plur,Действительных причин ухода отца из семьи мы не знали.,We did not know the actual reasons why my father left the family.,,_,"описание, учёба/работа",,,
добираться,6420,get,,V,B2,"Golosa, LM",1,добираться,Imperf.Inf,Из новой квартиры добираться до работы станет на тридцать минут меньше.,The journey to work will be 30 minutes quicker from the new apartment.,,_,"люди, транспорт",,,
добираться,6421,get,,V,B2,"Golosa, LM",2,добираются,Imperf.Plur.3,На работу они добираются на велосипедах.,They get to work by bicycle.,,_,"люди, транспорт",,,
добираться,6422,get,,V,B2,"Golosa, LM",3,добирались,Imperf.Plur.Past,"Доехав до Бреста на поезде, мы потом добирались до Варшавы на автобусах.","Having reached Brest by train, we then got to Warsaw by bus.",,_,"люди, транспорт",,,
декорация,6423,decoration,,N.Fem.Inan,B2,LM,1,декораций,Gen.Plur,Смена декораций должна была занимать не больше тридцати секунд.,The scenery change should have taken no more than thirty seconds.,,_,свободное время,,,
декорация,6424,decoration,,N.Fem.Inan,B2,LM,2,декорации,Nom.Plur,"В фильме прекрасно передана атмосфера шестидесятых годов в США: великолепные костюмы, отличные декорации.","The film perfectly conveys the atmosphere of the sixties in the United States: magnificent costumes, excellent scenery.",,_,свободное время,,,
декорация,6425,decoration,,N.Fem.Inan,B2,LM,3,декорация,Nom.Sing,Настало время сцены в соборе. Декорация изображала готические своды.,It was time for the cathedral scene. The setting depicted gothic vaults.,,_,свободное время,,,
делегат,6426,delegate,,N.Masc.Anim,B2,LM,1,делегатов,Gen.Plur,Из двухсот тридцати девяти делегатов сто пятьдесят один человек проголосовал за Коссовича и семьдесят― за Мельникова.,"Of the 239 delegates, 151 voted for Kossovich and 70 for Melnikov.",,_,"люди, общение, политика",,,
делегат,6427,delegate,,N.Masc.Anim,B2,LM,2,делегатам,Dat.Plur,К делегатам съезда обращался лично президент России.,The delegates of the congress were addressed personally by the president of Russia.,,_,"люди, общение, политика",,,
делегат,6428,delegate,,N.Masc.Anim,B2,LM,3,делегат,Nom.Sing,Бельгийский делегат выступал за европейскую систему эксплуатации машин.,The Belgian delegate advocated a European machine operation system.,,_,"люди, общение, политика",,,
деликатный,6429,delicate,,A,B2,LM,1,деликатный,Nom.Masc.Sing,"Это слишком деликатный вопрос, я пока не готов об этом говорить.","It's too delicate of a matter, I'm not ready to talk about it yet.",,_,"описание, внутренний мир",,,
деликатный,6430,delicate,,A,B2,LM,2,деликатными,Ins.Plur,"Деликатными движениями он зашил рану так, что впоследствии на коже не осталось никаких следов.",He delicately stitched the wound so that there were no marks left on the skin afterwards.,,_,"описание, внутренний мир",,,
деликатный,6431,delicate,,A,B2,LM,3,деликатным,Ins.Neut.Sing,"Самым дорогостоящим и трудным делом была замена всей сантехники, самым деликатным ― крещение дочки.","The most expensive and difficult issue was to replace all the plumbing, the most delicate issue was the baptism of their daughter.",,_,"описание, внутренний мир",,,
деловой,6432,business,,A,B2,LM,1,деловых,Gen.Plur,"Освободившиеся земли можно использовать под строительство жилья, деловых центров и гостиниц.","The vacated land can be used for the construction of housing, business centers and hotels.",,_,"описание, учёба/работа",,,
деловой,6433,business,,A,B2,LM,2,деловую,Acc.Fem.Sing,"Наталья понимала, что это решение разрушит её деловую репутацию.",Natalia knew that this decision would destroy her business reputation.,,_,"описание, учёба/работа",,,
деловой,6434,business,,A,B2,LM,3,деловая,Nom.Fem.Sing,Это была моя первая деловая поездка в составе совета директоров.,It was my first business trip on the directors’ board.,,_,"описание, учёба/работа",,,
демагог,6435,demagogue,,N.Masc.Anim,B2,LM,1,демагог,Nom.Sing,"Вы не философ, вы просто демагог.","You're not a philosopher, you're just a demagogue.",,_,"люди, общение, политика",,,
демографический,6436,demographic,,A,B2,LM,1,демографического,Gen.Masc.Sing,Проблема в ближайшие годы усугубится из-за демографического кризиса.,In the coming years the problem will be heightened by the demographic crisis.,,_,"описание, политика",,,
демографический,6437,demographic,,A,B2,LM,2,демографическом,Loc.Masc.Sing,Российские специалисты обвиняют в демографическом кризисе России прошлое.,Russian experts blame Russia's demographic crisis on the past.,,_,"описание, политика",,,
демографический,6438,demographic,,A,B2,LM,3,демографической,Ins.Fem.Sing,Введение инновационных методов управления компанией связано с демографической ситуацией.,The introduction of the innovative methods for the company’s management is associated with the demographic situation.,,_,"описание, политика",,,
демократ,6439,democrat,,N.Masc.Anim,B2,LM,1,демократы,Nom.Plur,В первом туре выборов победу одержали демократы.,"In the first round of elections, the Democrats won.",,_,"люди, политика",,,
демократ,6440,democrat,,N.Masc.Anim,B2,LM,2,демократов,Gen.Plur,Проигрыш демократов на выборах аналитики связывают с ростом левых настроений.,Analysts attribute the loss of the Democrats in the election to the growth of left-wing sentiment.,,_,"люди, политика",,,
демократ,6441,democrat,,N.Masc.Anim,B2,LM,3,демократ,Nom.Sing,"Конечно, я никакой не демократ: я родился и вырос в Советском Союзе.",Of course I am not a democrat: I was born and raised in the Soviet Union.,,_,"люди, политика",,,
демократичный,6442,democratic,,A,B2,LM,1,демократичные,Nom.Plur,"Цены на билеты, по словам организаторов фестиваля, весьма демократичные.",According to the festival organizers the ticket prices are very modest.,,_,"описание, политика",,,
демократичный,6443,democratic,,A,B2,LM,2,демократичную,Acc.Fem.Sing,"Я за демократичную одежду в школе: джинсы, футболки…","In school I am for clothes that are affordable for everyone: jeans, t-shirts…",,_,"описание, политика",,,
демократичный,6444,democratic,,A,B2,LM,3,демократичной,Loc.Fem.Sing,Никогда ещё он не жил в столь демократичной стране.,He had never lived in such a democratic country.,,_,"описание, политика",,,
доверять,6445,trust,,V,B2,LM,1,доверять,Imperf.Inf,"Не думаю, что ему можно доверять.",I don't think you can trust him.,,_,"люди, общение, внутренний мир",,,
доверять,6446,trust,,V,B2,LM,2,доверяют,Imperf.Plur.3,Восемьдесят процентов опрошенных не доверяют правительству.,80 percent of respondents do not trust the government.,,_,"люди, общение, внутренний мир",,,
доверять,6447,trust,,V,B2,LM,3,доверяю,Imperf.Sing.1,"Я не готова дружить с людьми, которым не доверяю.",I'm not ready to be friends with people I don't trust.,,_,"люди, общение, внутренний мир",,,
депрессия,6448,depression,,N.Fem.Inan,B2,LM,1,депрессия,Nom.Sing,"Депрессия — это не просто плохое настроение, а серьёзное психологическое заболевание.","Depression is not just a bad mood, but a serious psychological illness.",,_,"здоровье, внутренний мир",,,
депрессия,6449,depression,,N.Fem.Inan,B2,LM,2,депрессии,Gen.Sing,"Она открыла сайт, чтобы почитать про симптомы депрессии.",She opened the website to read about the symptoms of depression.,,_,"здоровье, внутренний мир",,,
депрессия,6450,depression,,N.Fem.Inan,B2,LM,3,депрессией,Ins.Sing,"По данным Всемирной организации здравоохранения, депрессией страдает около ста двадцати одного миллиона человек в мире.","According to the World Health Organization, depression affects about 121 million people in the world.",,_,"здоровье, внутренний мир",,,
доводить,6451,convey,,V,B2,LM,1,доводя,Imperf.Gerund,"Необходимо тренироваться в умеренном темпе, не доводя себя до истощения.","You should work out at a moderate pace, without exhausting yourself.",,_,учёба/работа,,,
доводить,6452,convey,,V,B2,LM,2,доводит,Imperf.Sing.3,Ребёнка доводит до шока мысль о неизбежности смерти.,The child is shocked by the thought of the inevitability of death.,,_,учёба/работа,,,
доводить,6453,convey,,V,B2,LM,3,довожу,Imperf.Sing.1,"Уважаемые родители, довожу до вашего сведения, что родительское собрание состоится восьмого декабря.","Dear parents, I would like to inform you that the parents' meeting will be held on the eighth of December.",,_,учёба/работа,,,
десерт,6454,dessert,,N.Masc.Inan,B2,"MiP, LM",1,десерт,Nom.Sing,Хочу приготовить тирамису — любимый десерт моей мамы.,I want to make tiramisu; my mother's favorite dessert.,,_,еда,,,
деталь,6455,detail,,N.Fem.Inan,B2,LM,1,деталей,Gen.Plur,"Всех деталей разговора я не помню, но директор явно был недоволен работой нашего отдела.","I do not remember all the details of the conversation, but the director was clearly dissatisfied with our department's work.",,_,учёба/работа,,,
деталь,6456,detail,,N.Fem.Inan,B2,LM,2,детали,Acc.Plur,"Давайте сейчас не будем вдаваться в детали, у нас мало времени.","Let's not go into detail now, we don't have much time.",,_,учёба/работа,,,
деталь,6457,detail,,N.Fem.Inan,B2,LM,3,деталь,Nom.Sing,"Ему можно было бы поверить, если бы не одна деталь: Вася был левшой.","It would have been possible to believe him, if not for one detail: Vasya was left-handed.",,_,учёба/работа,,,
дефект,6458,defect,,N.Masc.Inan,B2,LM,1,дефектов,Gen.Plur,Попробуйте новый лазерный аппарат для устранения дефектов и несовершенств вашей кожи.,Try the new laser machine to eliminate flaws and imperfections on your skin.,,_,учёба/работа,,,
дефект,6459,defect,,N.Masc.Inan,B2,LM,2,дефекта,Gen.Sing,Компания приостановила выпуск шин из-за обнаруженного в них дефекта.,The company suspended the production of tires because of a fault found in them.,,_,учёба/работа,,,
дефект,6460,defect,,N.Masc.Inan,B2,LM,3,дефектами,Ins.Plur,Почти десять процентов отпечатанных газет были с дефектами.,Nearly 10 percent of the printed newspapers were faulty.,,_,учёба/работа,,,
догадываться,6461,guess,,V,B2,LM,1,догадывался,Imperf.Masc.Sing.Past,"Я и не догадывался, что мне предложат новую должность.",I had no idea that I would be offered a new position.,,_,"люди, внутренний мир",,,
догадываться,6462,guess,,V,B2,LM,2,догадываясь,Imperf.Gerund,"«Что это значит?» — спросила я, догадываясь, что он на это ответит.","""What does that mean?"", I asked, guessing what he would say.",,_,"люди, внутренний мир",,,
догадываться,6463,guess,,V,B2,LM,3,догадывается,Imperf.Sing.3,"Ольга сказала, что догадывается, кто убил её отца.",Olga said she has an idea who killed her father.,,_,"люди, внутренний мир",,,
джаз,6464,jazz,,N.Masc.Inan,B2,LM,1,джаз,Nom.Sing,Джаз как явление возник в тысяча девятьсот десятых годах на юге США и быстро распространился по миру.,Jazz as a phenomenon originated in the 1910s in the south of the United States and quickly spread around the world.,,_,свободное время,,,
джаз,6465,jazz,,N.Masc.Inan,B2,LM,2,джазом,Ins.Sing,В Советском Союзе шла настоящая борьба с джазом.,In the Soviet Union jazz was oppressed.,,_,свободное время,,,
джаз,6466,jazz,,N.Masc.Inan,B2,LM,3,джазы,Nom.Plur,Поначалу западные джазы не очень нравились нашей публике.,"At first, Western jazz was not very popular among our audiences.",,_,свободное время,,,
джем,6467,marmalade,,N.Masc.Inan,B2,LM,1,джем,Nom.Sing,Конфитюр — это как джем. А почему ты спрашиваешь?,Confiture is like jam. Why do you ask?,,_,еда,,,
диабет,6468,diabetes,,N.Masc.Inan,B2,LM,1,диабета,Gen.Sing,Запомните: профилактика диабета лучше его лечения.,Remember: diabetes prevention is better than curing it,,_,здоровье,,,
диабет,6469,diabetes,,N.Masc.Inan,B2,LM,2,диабетом,Ins.Sing,"Учёные надеются, что их работа поможет справиться с диабетом.",Scientists hope that their work will help combat diabetes.,,_,здоровье,,,
диабет,6470,diabetes,,N.Masc.Inan,B2,LM,3,диабете,Loc.Sing,При сахарном диабете особенно важно соблюдать особую диету.,It is especially important to follow a special diet if you have diabetes .,,_,здоровье,,,
диагноз,6471,diagnosis,,N.Masc.Inan,B2,LM,1,диагноз,Acc.Sing,Какой диагноз тебе поставил врач?,What diagnosis did the doctor give you?,,_,здоровье,,,
диагноз,6472,diagnosis,,N.Masc.Inan,B2,LM,2,диагноза,Gen.Sing,"Вы понимаете, что я не могу вас лечить без диагноза!",Please understand that I can't treat you without a diagnosis!,,_,здоровье,,,
диагноз,6473,diagnosis,,N.Masc.Inan,B2,LM,3,диагнозе,Loc.Sing,При таком диагнозе пациенты живут в лучшем случае несколько лет.,"With such a diagnosis, patients live for several years at best.",,_,здоровье,,,
диета,6474,diet,,N.Fem.Inan,B2,"Golosa, LM",1,диеты,Gen.Sing,Через три недели после начала диеты он заметил первые изменения.,"Three weeks after starting the diet, he noticed the first changes.",,_,"еда, здоровье",,,
диета,6475,diet,,N.Fem.Inan,B2,"Golosa, LM",2,диетой,Ins.Sing,Последнее время она увлекалась белковой диетой.,Recently she has taken a liking to a protein diet.,,_,"еда, здоровье",,,
диета,6476,diet,,N.Fem.Inan,B2,"Golosa, LM",3,диету,Acc.Sing,С понедельника Жанна решила сесть на диету.,Since Monday Zhenya has decided to go on a diet.,,_,"еда, здоровье",,,
диетический,6477,diet,,A,B2,LM,1,диетическое,Inan.Acc.Neut.Sing,"Не волнуйся, я приготовила тебе максимально диетическое блюдо.","Do not worry, I cooked you the most diet-friendly dish.",,_,"описание, еда, здоровье",,,
дизайнер,6478,designer,,N.Masc.Anim,B2,LM,1,дизайнер,Nom.Sing,Через неделю дизайнер прислал нам первые эскизы новой квартиры.,"A week later, the designer sent us the first sketches of our new apartment.",,_,"люди, учёба/работа",,,
дизайнер,6479,designer,,N.Masc.Anim,B2,LM,2,дизайнеры,Nom.Plur,В выставке принимают участие дизайнеры из Швеции и Италии.,Designers from Sweden and Italy are taking part in the exhibition.,,_,"люди, учёба/работа",,,
дизайнер,6480,designer,,N.Masc.Anim,B2,LM,3,дизайнеров,Gen.Plur,Карл Лагерфельд был одним из самых узнаваемых дизайнеров своей эпохи.,Karl Lagerfeld was one of the most recognizable designers of his era.,,_,"люди, учёба/работа",,,
дикий,6481,wild,,A,B2,LM,1,диких,Gen.Plur,Разведение диких животных в неволе — трудная задача.,Breeding wild animals in captivity is a difficult task.,,_,"описание, животные/растения",,,
дикий,6482,wild,,A,B2,LM,2,дикого,Gen.Masc.Sing,Я проснулся от дикого крика кого-то из соседей.,I was awakened by a wild yell from one of my neighbors.,,_,"описание, животные/растения",,,
дикий,6483,wild,,A,B2,LM,3,дикая,Nom.Fem.Sing,"Кругом дикая трава, деревья, болота.","There is wild grass, trees and swamps all around.",,_,"описание, животные/растения",,,
диктатор,6484,dictator,,N.Masc.Anim,B2,LM,1,диктатором,Ins.Sing,"Одни считали его диктатором, другие — отцом нации.","Some considered him a dictator, others: the father of the nation.",,_,"люди, политика",,,
диктатор,6485,dictator,,N.Masc.Anim,B2,LM,2,диктатора,Gen.Sing,"Диктатора принято бояться, над ним не принято смеяться.","It is normal to fear a dictator, it is not allowed to laugh at him.",,_,"люди, политика",,,
диктатор,6486,dictator,,N.Masc.Anim,B2,LM,3,диктаторов,Gen.Plur,"Даже в страшные времена, во времена тиранов и диктаторов, существовала коррупция.","Even in scary times, in times of tyrants and dictators, there was corruption.",,_,"люди, политика",,,
диктор,6487,announcer,,N.Masc.Anim,B2,LM,1,диктора,Gen.Sing,"Одновременно брат выполнял функции кинооператора, режиссёра и диктора.","My brother was a cameraman, director and as a newsreader, all at the same time.",,_,"люди, учёба/работа",,,
диктор,6488,announcer,,N.Masc.Anim,B2,LM,2,диктор,Nom.Sing,Диктор зачитывала заявление о введении чрезвычайного положения.,The newsreader read out a statement declaring a state of emergency.,,_,"люди, учёба/работа",,,
динамичный,6489,dynamic,,A,B2,LM,1,динамичной,Ins.Fem.Sing,Наиболее лёгкая модель оказалась и самой динамичной.,The lightest model was also the most dynamic.,,_,"описание, транспорт",,,
динамичный,6490,dynamic,,A,B2,LM,2,динамичный,Nom.Masc.Sing,"Динамичный рост основывается не только на частной инициативе, но и на разумной городской политике.",Dynamic growth is based not only on private initiative but also on rational urban policies.,,_,"описание, транспорт",,,
динамичный,6491,dynamic,,A,B2,LM,3,динамична,Fem.Sing,Краткая речь мэра была насыщена и динамична до предела.,The mayor's brief speech was exceptionally intense and dynamic.,,_,"описание, транспорт",,,
диплом,6492,diploma,,N.Masc.Inan,B2,"Golosa, LM",1,диплом,Acc.Sing,"Публика пришла в восторг, а жюри присудило спектаклю диплом первой степени.","The audience was delighted, and the jury awarded the play a diploma of the first degree.",,_,"люди, учёба/работа",,,
диплом,6493,diploma,,N.Masc.Inan,B2,"Golosa, LM",2,дипломом,Ins.Sing,"Я закончил университет с красным дипломом, у меня уже сейчас есть предложения о работе.","I graduated from the university with a degree with honors, and I already have job offers.",,_,"люди, учёба/работа",,,
диплом,6494,diploma,,N.Masc.Inan,B2,"Golosa, LM",3,диплома,Gen.Sing,В результате она так и не получила диплома.,"As a result, she never graduated.",,_,"люди, учёба/работа",,,
дипломатический,6495,diplomatic,,A,B2,LM,1,дипломатических,Gen.Plur,Эта информация стала известна из европейских дипломатических кругов.,This information became known from European diplomatic circles.,,_,"описание, политика",,,
