Target language lemma,ID,User language gloss,English gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Target language example sentence,User language translation,English translation,Reference,Topic(s),Lesson,
подогревать,9105,heat,,A,B2,LM,2,подогреваемые,Imperf.PresentPassiveParticiple.Nom.Plur,Подогреваемые азартом игроки делали большие ставки.,"Fueled by excitement, the players made big bets.",,_,общение,,
подорожать,9106,become more expensive,,V,B2,LM,1,подорожает,Perf.Sing.3,С нового года водка подорожает.,The price of vodka will go up at the beginning of the year. ,,_,магазин,,
подорожать,9107,become more expensive,,V,B2,LM,2,подорожало,Perf.Neut.Sing.Past,За последние три года всё сильно подорожало.,"Over the past three years, everything has become significantly more expensive.",,_,магазин,,
подорожать,9108,become more expensive,,V,B2,LM,3,подорожали,Perf.Plur.Past,В прошлом месяце продукты резко подорожали.,Groceries got more expensive last month. ,,_,магазин,,
подписываться,9109,subscribe,,V,B2,LM,1,подписываются,Imperf.Plur.3,Тысячи граждан подписываются под требованиями снизить налоги.,Thousands of citizens are signing petitions demanding tax cuts.,,_,"политика, общение, учёба/работа",,
подписываться,9110,subscribe,,V,B2,LM,2,подписываюсь,Imperf.Sing.1,Подписываюсь под каждым твоим словом!,I support you 100 percent!,,_,"политика, общение, учёба/работа",,
подписываться,9111,subscribe,,V,B2,LM,3,подписывается,Imperf.Sing.3,На последней странице договора подписывается директор компании.,The head of the company is signing the last page of the contract.,,_,"политика, общение, учёба/работа",,
подрабатывать,9112,have a side job,,V,B2,LM,1,подрабатывал,Imperf.Masc.Sing.Past,В молодости я часто подрабатывал грузчиком.,When I was young I often worked part-time loading trucks.,,_,учёба/работа,,
подрабатывать,9113,have a side job,,V,B2,LM,2,подрабатывают,Imperf.Plur.3,Студенты часто подрабатывают на каникулах.,Students often earn extra money during the holidays.,,_,учёба/работа,,
подрабатывать,9114,have a side job,,V,B2,LM,3,подрабатывать,Imperf.Inf,"Мне часто приходится подрабатывать, чтобы содержать семью.",I often have to work extra to support my family.,,_,учёба/работа,,
подраться,9115,have a fight,,V,B2,LM,1,подраться,Perf.Inf,Коля любит подраться с соседскими мальчишками.,Kolya loves to fight with the neighboring boys.,,_,здоровье,,
подраться,9116,have a fight,,V,B2,LM,2,подрались,Perf.Plur.Past,"Сейчас мы друзья, но однажды мы чуть не подрались.","We are friends, but we almost got into a fight once.",,_,здоровье,,
подраться,9117,have a fight,,V,B2,LM,3,подерутся,Perf.Plur.3,"Ещё немного, и они подерутся. ",They're going to start fighting any minute now.,,_,здоровье,,
подружиться,9118,make friends,,V,B2,LM,1,подружиться,Perf.Inf,"Мы могли бы подружиться, хоть ты и из другого города.","We could become friends, even though you are from another city.",,_,общение,,
подружиться,9119,make friends,,V,B2,LM,2,подружился,Perf.Masc.Sing.Past,В Приморском зоопарке тигр подружился с козлом.,A tiger made friends with a goat at the Primorsky zoo.,,_,общение,,
подружиться,9120,make friends,,V,B2,LM,3,подружилась,Perf.Fem.Sing.Past,Людмила сразу подружилась с соседями.,Lyudmila immediately made friends with her neighbors.,,_,общение,,
подсказывать,9121,hint,,V,B2,LM,1,подсказывают,Imperf.Plur.3,Дети подсказывают ответы своему однокласснику.,The children are whispering answers to their classmate.,,_,общение,,
подсказывать,9122,hint,,V,B2,LM,2,подсказывает,Imperf.Sing.3,"Интуиция подсказывает мне, что пора уходить.",My intuition tells me it's time to leave.,,_,общение,,
подсказывать,9123,hint,,V,B2,LM,3,подсказываю,Imperf.Sing.1,Я никогда не подсказываю соседу по парте.,I never give answers to my desk mate.,,_,общение,,
подушка,9124,pillow,,N.Fem.Inan,B2,LM,1,подушку,Acc.Sing,Положи голову на подушку. ,Put your head on the pillow.,,_,жильё,,
подушка,9125,pillow,,N.Fem.Inan,B2,LM,2,подушкой,Ins.Sing,Лёня прячет игрушки под подушкой.,Lionya hides his toys under his pillow.,,_,жильё,,
подушка,9126,pillow,,N.Fem.Inan,B2,LM,3,подушки,Acc.Plur,Производители автомобилей начали устанавливать современные подушки безопасности с 1963 года.,Car manufacturers have been installing modern airbags since 1963.,,_,жильё,,
подходящий,9127,proper,,A,B2,LM,1,подходящее,Inan.Acc.Neut.Sing,Нужно выбрать подходящее место для палатки. ,You need to choose a suitable place for the tent.,,_,описание,,
подходящий,9128,proper,,A,B2,LM,2,подходящий,Inan.Acc.Masc.Sing,"Я пытался выбрать подходящий момент, чтобы рассказать ей правду.",I tried to choose the right moment to tell her the truth.,,_,описание,,
подходящий,9129,proper,,A,B2,LM,3,подходящем,Loc.Neut.Sing,Завод должен быть построен в подходящем месте. ,The factory should be built in a suitable location.,,_,описание,,
подслушивать,9130,eavesdrop,,A,B2,LM,1,подслушивающей,Imperf.PresentActiveParticiple.Dat.Fem.Sing,"Девушке, подслушивающей у чужих дверей, удалось сбежать. ",The girl who wa eavesdropping at the door managed to escape.,,_,общение,,
подслушивать,9131,eavesdrop,,V,B2,LM,2,подслушивать,Imperf.Inf,Артём очень любит подслушивать чужие разговоры. ,Artyom loves to eavesdrop on other people's conversations.,,_,общение,,
подсматривать,9132,eavesdrop,,A,B2,LM,1,подсматривающих,Imperf.PresentActiveParticiple.Gen.Plur,Полицейские установили в дом подозреваемого одно из подсматривающих устройств.,Police officers installed a hidden camera in the suspect’s house.,,_,общение,,
подсматривать,9133,pry,,V,B2,LM,2,подсматривать,Imperf.Inf,Алла любит подсматривать в замочную скважину.,Alla loves to peep through the keyhole.,,_,общение,,
пожар,9134,fire,,N.Masc.Inan,B2,LM,1,пожар,Acc.Sing,В Австралии долго не могли потушить лесной пожар. ,It took a long time for the firefighters to put out the forest fire in Australia.,,_,погода,,
пожар,9135,fire,,N.Masc.Inan,B2,LM,2,пожаром,Ins.Sing,"Жители пытались восстановить деревню, уничтоженную пожаром.",The villagers tried to rebuild their village destroyed by fire.,,_,погода,,
пожар,9136,fire,,N.Masc.Inan,B2,LM,3,пожары,Acc.Plur,Сотни добровольцев тушат пожары. ,Hundreds of volunteers are putting out the fires.,,_,погода,,
пожарный,9137,firefighter,,N.Masc.Anim,B2,LM,1,пожарных,Gen.Plur,Дом сгорел до приезда пожарных.,The house burned down before the firefighters arrived.,,_,"люди, учёба/работа",,
пожарный,9138,firefighter,,A,B2,LM,2,пожарный,Inan.Acc.Masc.Sing,На каждом этаже установили пожарный шланг.,A fire hose was installed on each floor.,,_,"люди, учёба/работа",,
пожарный,9139,firefighter,,A,B2,LM,3,пожарной,Gen.Fem.Sing,В маленьком городке нет пожарной охраны.,There is no fire department in that small town.,,_,"люди, учёба/работа",,
пожелание,9140,wish,,N.Neut.Inan,B2,LM,1,пожелания,Nom.Plur,Все пожелания и предложения принимаются по электронной почте.,All suggestions and proposals are accepted by email.,,_,общение,,
пожелание,9141,wish,,N.Neut.Inan,B2,LM,2,пожелание,Nom.Sing,Мое пожелание на Новый год -- чтобы все были счастливы.,My wish for the New Year is for everyone to be happy.,,_,общение,,
пожелание,9142,wish,,N.Neut.Inan,B2,LM,3,пожеланиями,Ins.Plur,"С наилучшими пожеланиями, ваш Алексей. ","Best regards, yours truly Alexey.",,_,общение,,
составлять,9143,"arrange, compose",,V,B2,LM,1,составляет,Imperf.Sing.3,Доля государства в компании составляет менее тридцати процентов.,The state’s share in the company is less than thirty percent.,,_,описание,,
составлять,9144,"arrange, compose",,V,B2,LM,2,составляют,Imperf.Plur.3,Микроорганизмы составляют основу всей жизни в Мировом океане.,Microorganisms form the basis of all life in the oceans.,,_,описание,,
составлять,9145,"arrange, compose",,V,B2,LM,3,составлять,Imperf.Inf,Галина умеет правильно составлять все документы.,Galina knows how to draw up all the documents correctly.,,_,описание,,
пожилой,9146,elderly,,A,B2,"Golosa, LM",1,пожилая,Nom.Fem.Sing,Пожилая женщина не смогла поднять тяжёлую сумку.,The elderly woman could not lift the heavy bag.,,_,"люди, мера, время",,
пожилой,9147,elderly,,A,B2,"Golosa, LM",2,пожилые,Nom.Plur,Пожилые люди чаще болеют.,Older people get sick more often.,,_,"люди, мера, время",,
пожилой,9148,elderly,,A,B2,"Golosa, LM",3,пожилого,Gen.Masc.Sing,Жителям пожилого возраста бывает сложно осваивать новые технологии.,Elderly people find it difficult to learn new technologies.,,_,"люди, мера, время",,
подтверждать,9149,confirm,,V,B2,LM,1,подтверждает,Imperf.Sing.3,"Клиент подтверждает, что ознакомился с договором.",The client confirms that he has read the contract.,,_,общение,,
подтверждать,9150,confirm,,V,B2,LM,2,подтверждают,Imperf.Plur.3,Новые открытия подтверждают нашу теорию. ,New discoveries confirm our theory.,,_,общение,,
подтверждать,9151,confirm,,A,B2,LM,3,подтверждающих,Imperf.PresentActiveParticiple.Gen.Plur,Для получения кредита вам не хватает подтверждающих документов.,You do not have enough supporting documents to get a loan.,,_,общение,,
подчиняться,9152,obey,,V,B2,LM,1,подчиняться,Imperf.Inf,В армии солдаты вынуждены подчиняться приказам.,Soldiers are obliged to obey orders in the army.,,_,общение,,
подчиняться,9153,obey,,V,B2,LM,2,подчиняется,Imperf.Sing.3,Молодёжь не подчиняется старым авторитетам.,Young people do not obey the old leaders.,,_,общение,,
подчиняться,9154,obey,,V,B2,LM,3,подчиняются,Imperf.Plur.3,Руководители предприятий подчиняются напрямую президенту.,Company managers report directly to the president.,,_,общение,,
пожалеть,9155,have  pity,,V,B2,LM,1,пожалел,Perf.Masc.Sing.Past,Я переехал в новый дом и не пожалел об этом. ,I moved to a new house and did not regret it.,,_,внутренний мир,,
пожалеть,9156,have  pity,,V,B2,LM,2,пожалела,Perf.Fem.Sing.Past,Марина пожалела нищего и дала ему денег.,Marina felt sorry for the beggar and gave him money.,,_,внутренний мир,,
пожалеть,9157,have  pity,,V,B2,LM,3,пожалеют,Perf.Plur.3,"Они ещё пожалеют, что отказали нам.",They will be sorry they refused us.,,_,внутренний мир,,
поздний,9158,late,,A,B2,LM,1,поздно,Adverb,"Уже поздно, пойдём спать. ","It is late, let's go to sleep.",,_,"время, мера",,
поздний,9159,late,,A,B2,LM,2,поздняя,Nom.Fem.Sing,Поздняя осень в этом году была сухая и тёплая. ,Late autumn was dry and warm this year.,,_,"время, мера",,
поздний,9160,late,,A,B2,LM,3,поздние,Nom.Plur,Более поздние исследования подтвердили предположения автора. ,Later studies confirmed the author's assumptions.,,_,"время, мера",,
позиция,9161,position,,N.Fem.Inan,B2,LM,1,позицию,Acc.Sing,Жители страны демонстрируют свою гражданскую позицию.,Residents of the country are demonstrating their social activism.,,_,общение,,
позиция,9162,position,,N.Fem.Inan,B2,LM,2,позиций,Gen.Plur,Россия стремится к укреплению своих позиций на международной арене.,Russia seeks to strengthen its position on the global stage.,,_,общение,,
позиция,9163,position,,N.Fem.Inan,B2,LM,3,позиция,Nom.Sing,Позиция редакции может не совпадать с мнением автора.,The editor's position may not coincide with the opinion of the author.,,_,общение,,
пожаловаться,9164,complain,,V,B2,LM,1,пожаловаться,Perf.Inf,"Если тебя обижают, ты должен пожаловаться учителю.","If you are being bullied, you should complain to the teacher.",,_,общение,,
пожаловаться,9165,complain,,V,B2,LM,2,пожаловался,Perf.Masc.Sing.Past,Пенсионер пожаловался президенту на действия местных властей. ,A pensioner complained to the president about the actions of the local authorities.,,_,общение,,
пожаловаться,9166,complain,,V,B2,LM,3,пожаловалась,Perf.Fem.Sing.Past,"Мама пожаловалась, что у неё болит голова.",Mom complained that she had a headache.,,_,внутренний мир,,
позор,9167,shame,,N.Masc.Inan,B2,LM,1,позор,Nom.Sing,Стыд и позор!,What a shame and disgrace!,,_,внутренний мир,,
позор,9168,shame,,N.Masc.Inan,B2,LM,2,позору,Dat.Sing,"К моему глубокому позору, я не читал эту книгу. ","To my deep shame, I did not read this book.",,_,внутренний мир,,
позор,9169,shame,,N.Masc.Inan,B2,LM,3,позора,Gen.Sing,Мы никогда не забудем этого позора.,We will never forget this disgrace.,,_,внутренний мир,,
пожелтеть,9170,become yellow,,V,B2,LM,1,пожелтели,Perf.Plur.Past,В октябре похолодало и пожелтели листья.,It got colder in October and the leaves turned yellow.,,_,описание,,
пожелтеть,9171,become yellow,,A,B2,LM,2,пожелтевших,Perf.PastActiveParticiple.Gen.Plur,В ящике была только стопка пожелтевших фотографий.,There was only a stack of discolored photographs in the drawer.,,_,описание,,
пожелтеть,9172,become yellow,,A,B2,LM,3,пожелтевшими,Perf.PastActiveParticiple.Ins.Plur,"Книги были старые, с пожелтевшими страницами.","The books were old, with yellowed pages.",,_,описание,,
пожертвовать,9173,sacrifice,,V,B2,LM,1,пожертвовать,Perf.Inf,Ради свободы мы готовы пожертвовать всем.,We are ready to sacrifice everything for freedom.,,_,общение,,
пожертвовать,9174,sacrifice,,V,B2,LM,2,пожертвуете,Perf.Plur.2,Не пожертвуете ли вы сто рублей на добрые дела?,Will you donate a hundred rubles to a good cause?,,_,общение,,
позволять,9175,let,,V,B2,LM,1,позволяет,Imperf.Sing.3,Новое приложение позволяет контролировать расходы. ,This new app allows you to monitor your expenses.,,_,общение,,
позволять,9176,let,,V,B2,LM,2,позволяют,Imperf.Plur.3,Проведённые исследования позволяют сделать важные выводы.,The studies that we have conducted allow us to draw important conclusions.,,_,общение,,
позволять,9177,let,,V,B2,LM,3,позволял,Imperf.Masc.Sing.Past,Семён никогда не позволял себе лишнего.,Semyon would never take liberties.,,_,общение,,
пожимать,9178,shake,,V,B2,LM,1,пожимает,Imperf.Sing.3,Каждое утро Аркадий пожимает руки всем мужчинам в кабинете.,Every morning Arkady shakes hands with all the men in the office.,,_,общение,,
пожимать,9179,shake,,V,B2,LM,2,пожимая,Imperf.Gerund,"Константин Петрович отошёл в сторону, пожимая плечами. ",Konstantin Petrovich stepped aside and shrugged his shoulders.,,_,общение,,
пожимать,9180,shake,,V,B2,LM,3,пожимала,Imperf.Fem.Sing.Past,На все вопросы Марина только презрительно пожимала плечами.,Marina just contemptuously shrugged off all questions.,,_,общение,,
поклонник,9181,admirer,,N.Masc.Anim,B2,LM,1,поклонники,Nom.Plur,В зале собрались поклонники творчества Маяковского. ,Admirers of Mayakovsky's works gathered in the hall.,,_,"люди, общение",,
поклонник,9182,admirer,,N.Masc.Anim,B2,LM,2,поклонников,Gen.Plur,Толпы поклонников артиста собрались у здания театра.,Crowds of the artist's admirers gathered at the theater.,,_,"люди, общение",,
поклонник,9183,admirer,,N.Masc.Anim,B2,LM,3,поклонником,Ins.Sing,Я являюсь давним поклонником вашего творчества.,I am a longtime admirer of your work.,,_,"люди, общение",,
поклонница,9184,admirer,,N.Fem.Anim,B2,LM,1,поклонница,Nom.Sing,Поклонница прислала художнику букет цветов. ,An admirer sent flowers to the artist. ,,_,"люди, общение",,
поклонница,9185,admirer,,N.Fem.Anim,B2,LM,2,поклонницами,Ins.Plur,Певец всегда окружён восторженными поклонницами.,The singer is always surrounded by enthusiastic fans.,,_,"люди, общение",,
поколение,9186,generation,,N.Neut.Inan,B2,LM,1,поколения,Gen.Sing,"Проблема нашего поколения в том, что мы перестали видеть прекрасное в простоте. ",The problem of our generation is that we do not see beauty in simplicity any more.,,_,"люди, мера, время",,
поколение,9187,generation,,N.Neut.Inan,B2,LM,2,поколение,Nom.Sing,Новое поколение не похоже на своих родителей.,The new generation is not like their parents.,,_,"люди, мера, время",,
поколение,9188,generation,,N.Neut.Inan,B2,LM,3,поколений,Gen.Plur,Через несколько поколений все забудут твоё имя. ,Everyone will forget your name in a few generations.,,_,"люди, мера, время",,
позаботиться,9189,take care,,V,B2,LM,1,позаботиться,Perf.Inf,Я сама могу о себе позаботиться.,I can take care of myself.,,_,общение,,
позаботиться,9190,take care,,V,B2,LM,2,позаботился,Perf.Masc.Sing.Past,Никто не позаботился о бедной женщине. ,No one took care of the poor woman.,,_,общение,,
позаботиться,9191,take care,,V,B2,LM,3,позаботьтесь,Perf.Imper.Plur.2,"Когда я умру, позаботьтесь о моих детях.","When I die, take care of my children.",,_,общение,,
позавидовать,9192,be jealous,,V,B2,LM,1,позавидует,Imperf.Sing.3,Любой позавидует твоей силе воли.,Everyone will envy your willpower.,,_,внутренний мир,,
позавидовать,9193,be jealous,,V,B2,LM,2,позавидовать,Perf.Inf,Нашим потомкам можно только позавидовать.,Our descendants can only be envied.,,_,внутренний мир,,
позавидовать,9194,be jealous,,V,B2,LM,3,позавидуешь,Perf.Sing.2,Жителям крайнего севера не позавидуешь.,You would not envy the inhabitants of the far north.,,_,внутренний мир,,
покупка,9195,purchase,,N.Fem.Inan,B2,LM,1,покупки,Gen.Sing,После покупки автомобиля Руслан совсем перестал ходить пешком.,"After buying a car, Ruslan stopped walking completely.",,_,магазин,,
покупка,9196,purchase,,N.Fem.Inan,B2,LM,2,покупку,Acc.Sing,Молодой человек взял кредит на покупку квартиры.,The young man took a loan to buy an apartment.,,_,магазин,,
покупка,9197,purchase,,N.Fem.Inan,B2,LM,3,покупке,Loc.Sing,При покупке квартиры вы получаете ковёр в подарок. ,When you buy an apartment you get a carpet as a gift.,,_,магазин,,
познавать,9198,explore,,V,B2,LM,1,познавать,Imperf.Inf,Почти с самого рождения ребёнок начинает познавать окружающий мир.,A child begins to learn about the world almost from the moment of birth.,,_,внутренний мир,,
познавать,9199,explore,,A,B2,LM,2,познающего,Imperf.PresentActiveParticiple.Amin.Acc.Masc.Sing,"Всегда приятно встретить человека, познающего мир.",It is always nice to meet a person who is interested in the world.,,_,внутренний мир,,
полдень,9200,noon,,N.Masc.Inan,B2,LM,1,полдень,Acc.Sing,Семинар закончился в полдень.,The seminar ended at noon.,,_,время,,
полдень,9201,noon,,N.Masc.Inan,B2,LM,2,полудня,Gen.Sing,Давай встретимся в музее около полудня.,Let's meet at the museum around noon.,,_,время,,
полдень,9202,noon,,N.Masc.Inan,B2,LM,3,полудню,Dat.Sing,К полудню все проснулись.,Everyone woke up by noon.,,_,время,,
полёт,9203,flight,,N.Masc.Inan,B2,LM,1,полёта,Gen.Sing,Опытные бортпроводники сопровождают пассажиров в течение всего полёта.,Experienced flight attendants accompany passengers throughout the flight.,,_,транспорт,,
полёт,9204,flight,,N.Masc.Inan,B2,LM,2,полёте,Loc.Sing,Военные заправили самолёт прямо в полёте. ,The military refueled the plane right during the flight.,,_,транспорт,,
полёт,9205,flight,,N.Masc.Inan,B2,LM,3,полёт,Nom.Sing,Полёт прошёл без происшествий.,The flight went without incident.,,_,транспорт,,
поинтересоваться,9206,inquire,,V,B2,"MiP, LM",1,поинтересовался,Perf.Masc.Sing.Past,"Посетитель вежливо поинтересовался, открыт ли магазин.",The visitor inquired politely if the shop was open.,,_,общение,,
поинтересоваться,9207,inquire,,V,B2,"MiP, LM",2,поинтересовались,Perf.Plur.Past,"Мы поинтересовались у автора, как ему удается так много писать.",We asked the author how he manages to write so much.,,_,общение,,
поинтересоваться,9208,inquire,,V,B2,"MiP, LM",3,поинтересовалась,Perf.Fem.Sing.Past,"Бабушка поинтересовалась, как дела у её внука.",Grandma asked how her grandson was doing.,,_,общение,,
покататься,9209,ride,,V,B2,LM,1,покататься,Perf.Inf,Сегодня мы хотим покататься на лыжах.,We want to go skiing today. ,,_,"транспорт, свободное время",,
покататься,9210,ride,,V,B2,LM,2,покатались,Perf.Plur.Past,Вчера мы немного покатались на велосипеде.,Yesterday we took a little bike ride.,,_,"транспорт, свободное время",,
покататься,9211,ride,,V,B2,LM,3,покатается,Perf.Sing.3,Пусть Вова покатается на коньках или сходит в кино.,Let Vova skate for a while or go to the movies.,,_,"транспорт, свободное время",,
покачать,9212,swing,,V,B2,LM,1,покачал,Perf.Masc.Sing.Past,Дядя удивился и отрицательно покачал головой.,My uncle was surprised and shook his head in disagreement.,,_,общение,,
покачать,9213,swing,,V,B2,LM,2,покачала,Perf.Fem.Sing.Past,Ирина улыбнулась и неуверенно покачала головой.,Irina smiled and shook her head uncertainly.,,_,общение,,
политик,9214,politician,,N.Masc.Anim,B2,LM,1,политиков,Gen.Plur,На открытии выставки присутствовало много известных политиков.,There were many famous politicians at the opening of the exhibition.,,_,политика,,
политик,9215,politician,,N.Masc.Anim,B2,LM,2,политик,Nom.Sing,Работу комиссии возглавил известный политик Михаил Касьянов.,The work of the commission was led by the well-known politician Mikhail Kasyanov.,,_,политика,,
политик,9216,politician,,N.Masc.Anim,B2,LM,3,политики,Nom.Plur,"Многие политики убеждены, что нужны обществу.",Many politicians are convinced that society needs them.,,_,политика,,
полиэтиленовый,9217,polyethylene,,A,B2,LM,1,полиэтиленовые,Inan.Acc.Plur,Полиэтиленовые пакеты можно приобрести на кассе.,Plastic bags can be purchased at the cashier's desk.,,_,"еда, магазин",,
полиэтиленовый,9218,polyethylene,,A,B2,LM,2,полиэтиленовую,Acc.Fem.Sing,Остатки еды завернули в полиэтиленовую плёнку и убрали в холодильник.,The remaining food was wrapped in plastic wrap and put in the refrigerator.,,_,"еда, магазин",,
полковник,9219,colonel,,N.Masc.Anim,B2,LM,1,полковник,Nom.Sing,Полковник Новиков рано вышел в отставку.,Colonel Novikov took an early retirement.,,_,учёба/работа,,
полковник,9220,colonel,,N.Masc.Anim,B2,LM,2,полковника,Acc.Sing,Полковника Стрельникова назначили командиром в дальнем гарнизоне.,Colonel Strelnikov was appointed commander in a distant garrison.,,_,учёба/работа,,
полковник,9221,colonel,,N.Masc.Anim,B2,LM,3,полковнику,Dat.Sing,Никто давно не пишет полковнику Семёнову.,Nobody has been writing to Colonel Semenov for a long time.,,_,учёба/работа,,
полночь,9222,midnight,,N.Fem.Inan,B2,"Golosa, LM",1,полночь,Acc.Sing,В полночь просыпаются тёмные силы.,Dark forces awaken at midnight.,,_,время,,
полночь,9223,midnight,,N.Fem.Inan,B2,"Golosa, LM",2,полуночи,Dat.Sing,К полуночи все в доме уснули.,By midnight everyone in the house was asleep.,,_,время,,
полночь,9224,midnight,,N.Fem.Inan,B2,"Golosa, LM",3,полночи,Dat.Sing,К полночи придёшь к подземелью.,Come to the dungeon by midnight.,,_,время,,
положение,9225,position,,N.Neut.Inan,B2,LM,1,положение,Nom.Sing,Моё положение в обществе не позволяет мне выходить на улицу без охраны.,My social status does not allow me to go outside without a security guard.,,_,люди,,
положение,9226,position,,N.Neut.Inan,B2,LM,2,положения,Gen.Sing,Социологи отметили ухудшение материального положения граждан.,Sociologists noted a deterioration in the financial situation of citizens.,,_,люди,,
положение,9227,position,,N.Neut.Inan,B2,LM,3,положении,Loc.Sing,Храните прибор строго в вертикальном положении.,Be sure to store the instrument upright.,,_,люди,,
положительный,9228,positive,,A,B2,LM,1,положительное,Nom.Neut.Sing,Даже в самых плохих людях всегда есть что-то положительное.,Even the worst people always have something good in them.,,_,"описание, мера",,
положительный,9229,positive,,A,B2,LM,2,положительные,Nom.Plur,Каждому нужны положительные эмоции.,Everyone needs positive emotions.,,_,"описание, мера",,
положительный,9230,positive,,A,B2,LM,3,положительную,Acc.Fem.Sing,Вениамину важно получить положительную оценку судей.,It’s important for Benjamin to get a positive assessment from the judges.,,_,"описание, мера",,
полукруг,9231,semicircle,,N.Masc.Inan,B2,LM,1,полукруг,Acc.Sing,Нарисуйте квадрат и полукруг.,Draw a square and a semicircle.,,_,описание,,
полуодетый,9232,half-dressed,,A,B2,LM,1,полуодетый,Nom.Masc.Sing,По коридору больницы шёл полуодетый пациент.,A half-dressed patient was walking along the corridor of the hospital.,,_,"описание, одежда",,
полуостров,9233,peninsula,,N.Masc.Inan,B2,LM,1,полуостров,Acc.Sing,"Многие мечтают уехать на полуостров, к морю.","Many people dream of going to the peninsula, to the sea.",,_,путешествие,,
полуостров,9234,peninsula,,N.Masc.Inan,B2,LM,2,полуострове,Loc.Sing,Сейчас на полуострове наконец-то наступил мир.,Now peace has finally arrived on the peninsula.,,_,путешествие,,
полуостров,9235,peninsula,,N.Masc.Inan,B2,LM,3,полуострова,Gen.Sing,Большая часть полуострова занята лесами.,Most of the peninsula is covered with forests.,,_,путешествие,,
полусонный,9236,drowsy,,A,B2,LM,1,полусонный,Nom.Masc.Sing,Дверь открыл полусонный хозяин дома.,The door was opened by the owner of the house who was half asleep.,,_,описание,,
полусонный,9237,drowsy,,A,B2,LM,2,полусонной,Loc.Fem.Sing,В полусонной тишине вдруг раздался крик.,A scream suddenly ripped through the drowsy silence.,,_,описание,,
поклониться,9238,bow,,V,B2,LM,1,поклонилась,Perf.Fem.Sing.Past,Василиса поклонилась зрителям и села за рояль.,Vasilisa bowed to the audience and sat down at the piano.,,_,общение,,
поклониться,9239,bow,,V,B2,LM,2,поклонился,Perf.Masc.Sing.Past,Калмыков слегка поклонился и поприветствовал гостей.,Kalmykov bowed slightly and greeted the guests.,,_,общение,,
поклониться,9240,bow,,V,B2,LM,3,поклониться,Perf.Inf,Не забудь поклониться после выступления.,Don't forget to bow after the performance.,,_,общение,,
польза,9241,benefit,,N.Fem.Inan,B2,LM,1,пользу,Acc.Sing,Часто случайные знакомства приносят пользу.,Acquaintances that you make by chance often turn out to be useful.,,_,"внутренний мир, здоровье",,
польза,9242,benefit,,N.Fem.Inan,B2,LM,2,польза,Nom.Sing,"Не могу понять, есть ли польза от нового прибора.",I can’t understand whether the new device is of any use.,,_,"внутренний мир, здоровье",,
польза,9243,benefit,,N.Fem.Inan,B2,LM,3,пользы,Gen.Sing,Никакой от тебя пользы нет.,You are just useless.,,_,"внутренний мир, здоровье",,
покрасить,9244,paint,,V,B2,LM,1,покрасил,Perf.Masc.Sing.Past,Весной Григорий покрасил двери и окна белой краской.,In the spring Grigory painted the doors and windows white.,,_,"люди, жильё",,
покрасить,9245,paint,,V,B2,LM,2,покрасили,Perf.Plur.Past,В этом году стены в школе покрасили в зелёный цвет.,This year the school walls were painted green.,,_,"люди, жильё",,
покрасить,9246,paint,,V,B2,LM,3,покрашу,Perf.Sing.1,На следующей неделе я покрашу волосы в новый цвет.,Next week I will dye my hair a new color.,,_,"люди, жильё",,
полюс,9247,pole,,N.Masc.Inan,B2,LM,1,полюса,Gen.Sing,Данила всегда мечтал проехать от полюса до экватора. ,Danila always dreamed of traveling from the pole to the equator.,,_,"путешествие, описание",,
полюс,9248,pole,,N.Masc.Inan,B2,LM,2,полюсы,Acc.Plur,Учительница попросила показать на глобусе северный и южный полюсы.,The teacher asked the student to show where the north and south poles are on a globe.,,_,"путешествие, описание",,
полюс,9249,pole,,N.Masc.Inan,B2,LM,3,полюсов,Gen.Plur,"Наша планета - шар, немного сплющенный у полюсов.",Our planet is a sphere slightly flattened at the poles.,,_,"путешествие, описание",,
поляк,9250,Polish,,N.Masc.Anim,B2,LM,1,поляки,Nom.Plur,В финальном матче поляки сыграют с канадцами.,In the final match the Poles will play with the Canadians.,,_,люди,,Maybe choose something different. This could sound like the Poles are unpleasant people.
поляк,9251,Polish,,N.Masc.Anim,B2,LM,2,поляков,Acc.Plur,Дмитрий Иванович встретил делегацию поляков в аэропорту.,Dmitry Ivanovich met a delegation of Poles at the airport.,,_,люди,,
поляк,9252,Polish,,N.Masc.Anim,B2,LM,3,поляку,Dat.Sing,Сотрудники таможни проверили документы и пожелали поляку счастливого пути. ,The customs officers checked his documents and wished the Pole a pleasant journey.,,_,люди,,
покраснеть,9253,redden,,V,B2,LM,1,покраснела,Perf.Fem.Sing.Past,Ольга взглянула на меня и слегка покраснела.,Olga looked at me and blushed slightly.,,_,"внутренний мир, общение",,
покраснеть,9254,redden,,V,B2,LM,2,покраснел,Perf.Masc.Sing.Past,Петя смутился и покраснел.,Petya got embarrassed and blushed.,,_,"внутренний мир, общение",,
покраснеть,9255,redden,,A,B2,LM,3,покрасневшую,Perf.PastActiveParticiple.Acc.Fem.Sing,Спортсмен тёр покрасневшую от мороза щёку.,The athlete rubbed his cheek that had turned red from the frosty weather.,,_,"внутренний мир, общение",,
покушать,9256,eat,,V,B2,LM,1,покушать,Perf.Inf,Бабушка уговаривала внучку покушать.,The grandmother persuaded her granddaughter to eat.,,_,еда,,
